Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,delay_band,satisfaction,satisfied_binary
Female,Loyal Customer,43,Business travel,Business,3005,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,4,1.0,4.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,37,Personal Travel,Eco,259,4.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,56,Business travel,Business,297,,,,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5,3.0,5.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,60,Business travel,Business,2902,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5,3.0,5.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,77,Business travel,Business,2556,2.0,1.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,3,2.0,1.0,2.0,0,2.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,59,Business travel,Business,2671,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4,3.0,4.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,55,Business travel,Eco,170,2.0,2.0,3.0,2.0,5.0,4.0,4.0,1.0,1.0,2.0,1,3.0,1.0,1.0,1,20.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,15,Business travel,Business,1931,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2,3.0,3.0,2.0,0,6.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,69,Personal Travel,Eco Plus,96,4.0,4.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,4.0,3,4.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,41,Business travel,Business,607,5.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4,4.0,4.0,4.0,51,41.0,16-60 min,satisfied,1
Male,Loyal Customer,69,Personal Travel,Eco,327,3.0,,5.0,3.0,2.0,5.0,2.0,2.0,3.0,3.0,4,3.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,23,Business travel,Business,2761,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3,3.0,1.0,3.0,200,204.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,34,Personal Travel,Eco,784,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4,4.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,49,Business travel,Eco,604,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4,2.0,4.0,1.0,44,16.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,45,Business travel,Business,1620,1.0,1.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5,3.0,5.0,5.0,52,41.0,16-60 min,satisfied,1
Male,Loyal Customer,7,Personal Travel,Eco,201,2.0,4.0,,1.0,3.0,,3.0,3.0,1.0,2.0,1,1.0,5.0,3.0,13,10.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,34,Personal Travel,Business,214,3.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3,5.0,3.0,3.0,0,21.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,17,Personal Travel,Eco Plus,542,,2.0,,3.0,5.0,,5.0,5.0,2.0,5.0,2,1.0,2.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,41,Personal Travel,Eco,644,2.0,4.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,3.0,1,1.0,2.0,5.0,0,16.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,52,Personal Travel,Eco,530,2.0,5.0,3.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,1,1.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,49,Business travel,Business,266,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4,3.0,4.0,3.0,7,0.0,No delay,satisfied,1
Female,Loyal Customer,33,Business travel,Business,2577,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,2.0,10,20.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,18,Personal Travel,Eco,328,2.0,,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3,4.0,5.0,2.0,0,20.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,70,Personal Travel,Eco,602,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4,4.0,4.0,4.0,22,14.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,40,Business travel,Eco,334,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3,3.0,4.0,5.0,0,7.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,43,Business travel,Business,1608,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4,3.0,4.0,5.0,0,2.0,1-15 min,satisfied,1
Female,Loyal Customer,61,Business travel,Business,3519,5.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5,4.0,5.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,61,Personal Travel,Eco,813,3.0,2.0,3.0,4.0,1.0,3.0,3.0,5.0,5.0,3.0,5,2.0,5.0,4.0,9,23.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,56,Business travel,Business,641,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4,5.0,4.0,3.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,48,Business travel,Business,2734,2.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0,4.0,5.0,4,1.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,15,Personal Travel,Eco,763,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,5,3.0,5.0,5.0,36,61.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,21,Business travel,Eco,689,,1.0,1.0,1.0,,1.0,2.0,,2.0,5.0,3,2.0,3.0,,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,7,Personal Travel,Eco,1037,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,4,5.0,4.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,54,Business travel,Eco Plus,534,5.0,3.0,3.0,3.0,2.0,4.0,1.0,5.0,5.0,5.0,5,5.0,5.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,16,Personal Travel,Eco,137,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3,3.0,3.0,4.0,128,131.0,60+ min,neutral or dissatisfied,0
Male,Disloyal Customer,40,Business travel,Business,578,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,5,4.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,26,Business travel,Eco,157,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4,4.0,3.0,4.0,165,184.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,33,Business travel,Business,2743,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5,4.0,5.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,29,Business travel,Business,2540,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,4,3.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,40,Business travel,Eco Plus,577,2.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,4,1.0,4.0,2.0,5,9.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,52,Business travel,Business,1389,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4,2.0,4.0,1.0,48,19.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,49,Business travel,Business,3904,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,3.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,21,Business travel,Eco,462,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4,3.0,2.0,2.0,1,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,44,Business travel,Business,3723,1.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4,4.0,4.0,4.0,20,10.0,1-15 min,satisfied,1
Male,Loyal Customer,43,Business travel,Eco Plus,1400,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,3,2.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,19,Personal Travel,Eco Plus,748,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,4,4.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,31,Personal Travel,Eco,542,3.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,2.0,5,4.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,22,Business travel,Eco,588,1.0,3.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0,2.0,4,1.0,3.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,39,Business travel,Business,628,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4,3.0,4.0,5.0,0,0.0,No delay,satisfied,1
Male,Disloyal Customer,23,Business travel,Eco,462,1.0,,2.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,5,5.0,4.0,5.0,131,138.0,60+ min,neutral or dissatisfied,0
Female,Disloyal Customer,25,Business travel,Eco Plus,920,4.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4,2.0,3.0,2.0,56,65.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,49,Business travel,Business,2302,2.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2,3.0,2.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,23,Business travel,Eco,728,1.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,5.0,4,5.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,34,Business travel,Eco Plus,1276,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4,3.0,3.0,3.0,1,3.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,26,Business travel,Business,2504,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4,1.0,2.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,25,Business travel,Business,2290,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,5.0,4,3.0,4.0,3.0,0,2.0,1-15 min,neutral or dissatisfied,0
Male,Disloyal Customer,41,Business travel,Business,315,5.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,4.0,4.0,5,5.0,4.0,1.0,0,6.0,1-15 min,satisfied,1
Male,Disloyal Customer,37,Business travel,Business,258,5.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4,4.0,5.0,3.0,1,0.0,No delay,satisfied,1
Male,Disloyal Customer,20,Business travel,Eco,311,4.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,3.0,4.0,4,1.0,3.0,2.0,6,9.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,53,Business travel,Business,2257,3.0,5.0,5.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3,2.0,3.0,2.0,30,19.0,16-60 min,neutral or dissatisfied,0
Female,Loyal Customer,54,Personal Travel,Eco,980,2.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,3,5.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,42,Business travel,Eco,416,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4,1.0,2.0,5.0,25,33.0,16-60 min,satisfied,1
Male,Loyal Customer,53,Personal Travel,Eco,888,5.0,5.0,5.0,1.0,5.0,5.0,2.0,5.0,5.0,4.0,4,3.0,5.0,5.0,3,1.0,1-15 min,satisfied,1
Female,Loyal Customer,37,Business travel,Business,2428,1.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0,5.0,5,5.0,5.0,4.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,52,Business travel,Business,912,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5,3.0,5.0,5.0,12,10.0,1-15 min,satisfied,1
Female,Loyal Customer,18,Personal Travel,Eco,129,4.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,5,5.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Disloyal Customer,27,Business travel,Business,395,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,5,3.0,5.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,41,Business travel,Business,602,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2,3.0,2.0,2.0,12,7.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,37,Business travel,Business,157,3.0,3.0,3.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,4,3.0,5.0,2.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,45,Business travel,Business,944,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,3.0,5.0,5,4.0,5.0,2.0,3,6.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,24,Business travel,Eco,1460,3.0,3.0,3.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,2,4.0,2.0,5.0,6,6.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,19,Personal Travel,Eco,2079,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,4,5.0,4.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,39,Business travel,Business,1050,3.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5,3.0,5.0,4.0,0,2.0,1-15 min,satisfied,1
Female,Loyal Customer,10,Personal Travel,Eco,192,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,5,5.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,24,Business travel,Business,1290,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3,2.0,3.0,2.0,2,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,49,Personal Travel,Eco Plus,667,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,4,4.0,4.0,1.0,68,65.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,59,Personal Travel,Eco,137,2.0,4.0,2.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,4,3.0,4.0,5.0,97,97.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,56,Personal Travel,Eco,692,3.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5,5.0,4.0,4.0,0,2.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,42,Personal Travel,Eco,502,1.0,4.0,1.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,5,4.0,5.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,39,Business travel,Eco,2342,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1.0,4.0,2.0,19,12.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,60,Business travel,Business,1562,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3,4.0,3.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,45,Business travel,Business,550,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,4,5.0,4.0,3.0,30,20.0,16-60 min,satisfied,1
Female,Disloyal Customer,25,Business travel,Eco,817,2.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,4,1.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,56,Business travel,Business,319,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5,3.0,5.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,31,Personal Travel,Eco,163,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1,2.0,2.0,1.0,0,2.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,43,Personal Travel,Eco,246,4.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4,4.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,55,Personal Travel,Eco,862,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,2.0,4,2.0,3.0,1.0,4,7.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,34,Business travel,Business,2961,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2,5.0,2.0,3.0,23,17.0,16-60 min,satisfied,1
Female,Disloyal Customer,13,Business travel,Eco,517,1.0,4.0,1.0,3.0,4.0,1.0,4.0,4.0,5.0,3.0,4,3.0,4.0,4.0,14,25.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,60,Business travel,Business,337,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,4.0,4.0,4,4.0,4.0,3.0,3,0.0,No delay,satisfied,1
Male,Loyal Customer,39,Business travel,Eco,551,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3,1.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,70,Personal Travel,Eco,250,1.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,4,3.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,26,Business travel,Eco Plus,846,,3.0,,2.0,1.0,,1.0,1.0,5.0,4.0,2,3.0,3.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,33,Personal Travel,Eco,404,2.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,5.0,4,5.0,5.0,3.0,11,4.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,55,Personal Travel,Eco,409,4.0,5.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4,1.0,4.0,4.0,48,45.0,16-60 min,neutral or dissatisfied,0
Male,Loyal Customer,46,Business travel,Eco Plus,1400,5.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,2,2.0,4.0,5.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,55,Business travel,Eco Plus,337,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3,4.0,3.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,56,Personal Travel,Eco,528,3.0,5.0,3.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,3,3.0,5.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,41,Business travel,Business,1590,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,2.0,1,4.0,1.0,5.0,16,9.0,1-15 min,satisfied,1
Male,Loyal Customer,26,Personal Travel,Eco,1183,2.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,3.0,4,5.0,5.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,40,Personal Travel,Eco,1090,4.0,1.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,2,2.0,3.0,4.0,48,59.0,16-60 min,neutral or dissatisfied,0
Female,Disloyal Customer,19,Business travel,Eco,204,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4,2.0,3.0,3.0,0,1.0,1-15 min,neutral or dissatisfied,0
Male,Loyal Customer,35,Business travel,Business,2141,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3,3.0,3.0,1.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,28,Business travel,Business,1721,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4,4.0,4.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,34,Business travel,Business,2935,3.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3,2.0,3.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,32,Business travel,Eco,1119,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3,4.0,3.0,3.0,0,7.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,30,Business travel,Business,1647,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,2.0,5.0,5.0,97,91.0,60+ min,satisfied,1
Male,Loyal Customer,19,Business travel,Business,1660,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3,3.0,4.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,29,Personal Travel,Eco,226,4.0,1.0,,2.0,4.0,,4.0,4.0,1.0,2.0,3,3.0,3.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,61,Business travel,Eco Plus,650,3.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,3,5.0,3.0,1.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,45,Business travel,Eco Plus,1709,3.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,4,2.0,3.0,2.0,3,5.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,20,Personal Travel,Eco,861,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5,4.0,4.0,2.0,27,13.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,60,Business travel,Business,3335,1.0,5.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,1.0,1,2.0,1.0,3.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,55,Business travel,Business,1201,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3,4.0,4.0,4.0,186,180.0,60+ min,satisfied,1
Male,Loyal Customer,31,Business travel,Business,3418,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2,4.0,3.0,3.0,14,2.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,37,Business travel,Business,564,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1,4.0,1.0,3.0,5,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,54,Business travel,Business,510,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3,4.0,3.0,4.0,4,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,30,Business travel,Business,2473,,5.0,,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5,5.0,5.0,5.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,65,Personal Travel,Eco,296,4.0,5.0,4.0,5.0,2.0,4.0,5.0,1.0,1.0,4.0,1,5.0,1.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,18,Personal Travel,Eco,1050,2.0,4.0,2.0,5.0,5.0,2.0,5.0,5.0,4.0,3.0,5,4.0,5.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,22,Business travel,Business,1533,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3,2.0,4.0,3.0,0,7.0,1-15 min,neutral or dissatisfied,0
Female,Loyal Customer,65,Personal Travel,Eco,997,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5,4.0,5.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,39,Business travel,Business,3605,1.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,3.0,3.0,3,3.0,3.0,3.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,41,Business travel,Business,164,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,5.0,3,2.0,5.0,2.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,50,Business travel,Business,2586,5.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5,2.0,5.0,4.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,55,Business travel,Eco,355,4.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,4,1.0,4.0,1.0,0,0.0,No delay,satisfied,1
Female,Loyal Customer,44,Personal Travel,Business,1698,2.0,3.0,3.0,4.0,1.0,1.0,5.0,4.0,4.0,3.0,4,3.0,4.0,2.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Loyal Customer,58,Personal Travel,Eco,937,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3,4.0,3.0,3.0,106,102.0,60+ min,neutral or dissatisfied,0
Female,Loyal Customer,46,Business travel,Eco,1135,3.0,5.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3,2.0,3.0,4.0,0,7.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,27,Business travel,Eco Plus,488,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,3,1.0,2.0,5.0,0,0.0,No delay,neutral or dissatisfied,0
Female,Disloyal Customer,24,Business travel,Eco,260,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,4,3.0,4.0,2.0,0,6.0,1-15 min,neutral or dissatisfied,0
Female,Disloyal Customer,48,Business travel,Business,295,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,4,4.0,4.0,1.0,24,26.0,16-60 min,satisfied,1
Male,Loyal Customer,70,Business travel,Business,1444,1.0,3.0,5.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,1,1.0,1.0,4.0,79,65.0,60+ min,neutral or dissatisfied,0
Male,Loyal Customer,57,Business travel,Business,3490,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4,3.0,4.0,2.0,0,0.0,No delay,satisfied,1
Male,Loyal Customer,49,Business travel,Business,1726,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5,5.0,5.0,5.0,0,0.0,No delay,satisfied,1
Female,Disloyal Customer,23,Business travel,Eco,1297,1.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,3,3.0,4.0,4.0,0,0.0,No delay,neutral or dissatisfied,0
Male,Loyal Customer,39,Business travel,Business,1641,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,5.0,5.0,5,1.0,5.0,4.0,0,0.0,No delay,satisfied,1
